,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,143.6281387142857,163.09164475,132.4242747857143,92.72110578448928,78.28089801334366,101.40376262062716,3.1384936062294613,0.9994479125627244,0.002080509007871963,7.592541387698432
1,118.91226978571429,151.17470803571427,129.56248464285713,84.36670123198273,64.56345470151912,79.80059978353721,1.337433061865981,0.9996362113293236,0.0036394616630186596,7.038148814267983
2,116.4316135,142.52393817857143,122.02777132142857,80.93117609029343,67.79902178207632,78.89697867746438,1.9600314330618662,0.9994095107245209,0.002952586281917435,7.323426871019388
3,106.37644621428572,142.6200345357143,102.42975732142857,79.21946002920726,64.80692356472808,81.41091332358589,1.1259034504929275,0.9998074633786747,0.003066388920918448,7.475230014317875
4,118.75558514285714,151.16483357142857,121.30739264285714,72.25122346976288,56.76252611948452,72.20456303184903,0.73960226460923,0.9998247541005978,0.004292296637314429,7.115805299136619
5,141.63225310714284,168.57238025,138.8439762142857,86.97902179902701,68.6910029606664,90.86845261699379,0.3426639162737533,0.9998409081590564,0.005185747759250775,7.024003274429506
6,203.2041489642857,209.27486557142856,199.156575,76.02333992564648,67.59730756939906,81.37958351838937,1.1554201671667381,0.9995935858098559,0.004103602086394412,7.246937550725685
7,112.37515178571428,133.037858,79.92314092857143,57.20020757575181,51.14654815109073,68.31753706906547,0.2345187526789541,0.9999421108853579,0.007960462625358645,6.860892841205962
8,170.01552875,183.97009089285714,150.77866571428572,87.02550253251341,74.46946415752971,103.67785002244615,1.5093483354764967,0.9996793864977204,0.002088944112906486,7.5599458348960935
9,183.31014560714286,194.3342037142857,179.9771735,83.77842399761289,70.51300773275966,87.3209134327888,0.6626243391913131,0.9996709570869453,0.00410969113900584,7.010272003554204
10,113.71610653571429,145.22372764285714,120.59113285714285,80.63239013373915,64.74485559662281,78.00969840998377,0.7556196599514216,0.9999088565951969,0.016606070671476122,6.925539479928311
11,170.54692342857143,174.45079771428573,161.09239364285713,89.89822959629971,86.0542548009648,99.35872880117874,1.2646944920702956,0.9996702440068772,0.0022413129136366686,7.398017528330831
12,114.148708,143.97069375,119.78418553571429,77.9175874113295,62.51318393204975,73.97527513352888,2.3370435776539513,0.9990374810825947,0.003197713829159199,6.965470370266297
13,146.11340410714286,168.53049989285714,125.51733385714286,80.37985583892933,65.38219698248562,94.66002283681308,0.20343602657522505,0.9999152403089646,0.005920659591203927,7.114541938663549
14,166.79325264285714,178.84777642857142,149.66818771428572,79.2732517572805,69.48805387144931,92.47821946989094,1.7322621445920847,0.9994986018335745,0.003390144194795698,7.3215176519485405
15,178.63951878571427,187.68202171428572,161.34885060714285,86.70406830054502,77.53549587186201,103.00260946835084,2.710022896128019,0.9995731915920497,0.0019367673541792838,7.606813097781724
16,109.30110635714286,115.46518382142857,103.8540965,81.51479407947264,78.87460336675099,84.67320586372131,3.092811615945134,0.9991752296155275,0.00358848349869703,7.175403024269233
17,111.56193196428572,164.1136394642857,73.96230378571428,49.33244950120504,32.60708620016537,60.07684674406366,0.5871036933847691,0.9997075263195168,0.008504183776335406,6.661468083264811
18,147.9602407857143,162.7247840357143,142.58309557142857,88.31256735590115,76.62032174295824,90.35693192744141,3.652845120731533,0.9994496671518416,0.0019334522037926204,7.623266372422887
19,110.35857867857143,137.01112932142857,83.473764,68.13345636015593,57.62312209610381,75.24661755967706,0.19754661380197175,0.999960410897202,0.005786454032716284,7.301497295536457
20,101.50962821428571,134.46254278571428,84.14737546428572,64.72934755975658,48.14941316390601,63.68805304939477,0.473867695385055,0.9998897191669637,0.004580318366520418,7.248541392790591
21,143.07067225,162.10456242857143,122.46664246428571,73.79333185978804,62.50795298987357,87.18932863554858,0.49469624232033144,0.999706520098759,0.007191717048732071,6.701356318132647
22,108.04642467857143,136.52728339285713,118.44062985714285,76.2701952909097,63.835627615345395,74.4996654750907,4.011260680097157,0.9989883226573797,0.0018687093631868676,7.331912256066551
23,73.76191992857143,85.73388935714286,47.79163017857143,69.62088907808094,71.2752031929562,49.163770643014615,1.423377875410773,0.9998181734627036,0.009535875046644706,7.094783319891742
24,133.64299214285714,157.58783610714286,122.18273228571428,83.24614685225424,69.2837312224449,88.50325144865133,3.0077911844549234,0.9994941278673662,0.0023336202759054584,7.509039588519404
25,112.58389732142857,134.50533067857143,112.25701910714285,88.25862677922056,77.07807857397138,89.09934480478988,4.6737432847549645,0.9989602307999248,0.0018771967037812497,7.426306647482275
26,166.29189439285713,179.30637660714285,148.71440442857144,94.71141125726083,82.50790483763372,110.3283900487133,3.159776432347478,0.9995115646613681,0.0017411756365609428,7.633457978929558
27,106.61211860714286,120.38159103571428,91.36144217857142,88.31573040026454,83.13469447290282,92.41939711493076,1.4649952493213316,0.9997684089396314,0.0024220325766117854,7.524597419537039
28,141.47430610714287,166.99481985714286,123.29937878571428,84.36666086305064,66.54053207756994,95.81956552880202,1.2536650950135737,0.9997304355935805,0.003423589882798864,7.383694008080364
29,158.3910284642857,179.2430340357143,125.20568396428571,76.66026033269014,63.191125596934015,96.08794959641175,1.423213780540077,0.9997275111699443,0.00273226860849618,7.52651326969723
30,147.36945678571428,163.19173114285715,116.16843042857143,74.08985896317718,64.06702224588378,94.02727033521049,0.3653561580225747,0.9999206405847857,0.004943402379173467,7.283764141609431
31,163.37659757142856,177.21523775,148.44425832142858,95.20426495164747,82.43636760013032,109.1810853141022,1.2171472353193313,0.9997277403918124,0.0026185160516502717,7.506513686041229
32,188.33539775,206.20589664285714,179.49187225,90.35535489364445,67.60802642914433,101.87428757021898,0.6943713387626804,0.999782604435268,0.004358699299822031,7.185250799978505
33,168.78404492857143,184.2601185357143,167.60147064285715,87.44309545711154,72.34001430514714,89.38947096191951,0.7901477711101587,0.9996272641769712,0.0040499036449923725,7.010034457520148
34,143.58532264285714,155.02956467857143,126.90291764285715,86.6250732181312,77.26489817343455,95.55117200194096,0.9446169809972853,0.9998179514814205,0.002584459340553488,7.637323743441756
35,131.68874275,146.204367,117.93422207142856,87.49833337696066,77.77094365268641,93.7113470281777,2.6511333761966003,0.9995901778663,0.0019217423259427736,7.653599679780785
36,101.25710039285714,131.7243107857143,94.75925753571428,73.7113006789384,63.393518112433306,74.53825691042455,2.4251386983854832,0.9995281263813349,0.0023587107968388,7.367915133523169
37,116.58698153571429,142.44392739285715,129.64433378571428,79.16127545576735,62.909456852162954,70.50750646289697,1.0609295256465212,0.9998119922409202,0.00331959023002753,7.501335965758176
38,162.94260914285715,189.364007,154.49752107142857,91.42438937022273,69.43789213784368,99.37515511828643,1.341264894984998,0.9997055870551558,0.0026202250453635986,7.4969724028447144
39,119.71251753571428,151.43514428571427,96.67627675,80.08519339123374,63.46914718771884,90.74122631500121,2.2181676668095442,0.9993544327309003,0.002116580696019282,7.336456992836241
40,108.06717946428572,156.84342775,102.37886792857142,68.70999936138125,51.71321338906908,72.88667910104293,0.9686701314473496,0.999638811993522,0.0039018491961311805,7.110708413039992
41,138.7128279642857,162.08936092857144,128.50612514285714,90.18688612289117,72.80394734527128,97.94938041543885,0.7478873767681097,0.9996037094048289,0.004367307202521618,6.9533798608334045
42,133.7239837142857,161.20565085714287,124.29473432142858,73.21316796721564,57.2107395182492,78.95531888625226,0.5991473067581083,0.9997659330827721,0.005018002143637935,6.995067799581563
43,97.45453210714285,125.79203185714286,74.53227282142858,54.04460290114221,47.54488182272906,55.90659799580903,3.109273360480069,0.9991675537893946,0.002740774636751579,7.058916513678385
44,186.28616789285715,197.15580364285714,182.05137153571428,84.77162071270392,72.0734951828183,90.3922704012171,0.8994238462637519,0.9996951811239827,0.0029516438094917413,7.285241998773425
45,111.02086332142858,144.01030064285715,92.19116692857143,70.43156282144976,57.30080609726852,76.4665033550527,1.6167230318616945,0.9996199370573368,0.0021935140165809824,7.441857356971882
46,102.811641,136.53612114285716,103.01710514285715,77.26500807860636,61.56183248147608,78.88109729378284,0.46851750250035734,0.9997911574378587,0.006257014106092528,6.794958133823173
47,126.85743057142857,138.96888110714286,103.22639382142857,84.10104868779311,78.62686455799725,96.68245575491885,1.8503807686812404,0.9997251466793416,0.0022963033249272075,7.71576575814848
48,103.47627642857142,137.09563614285713,106.78324439285714,55.98379812033005,44.859166088512445,58.59084520919801,1.532881875982283,0.9989664370112864,0.005999981961671177,6.5687236588523135
49,134.81659146428572,154.23691639285715,105.11064646428571,76.37301765574495,64.2800688350924,91.66929750020653,0.3206677382483212,0.9999505422389622,0.005335110826004148,7.260134596818912
